No,Wisata,Kategori,Lokasi,Tarif,Rating,Experience
76,Sea World,Taman Hiburan,Jakarta,200000,4.5,Belanja
945,Taman Keputran,Taman Hiburan,Surabaya,25000,4.3,Relaksasi
766,Tafso Barn,Cagar Alam,Bandung,0,4.2,Relaksasi
283,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,10000,4.5,Fotografi
888,Hutan Pinus Kayon,Cagar Alam,Semarang,6000,4.4,Relaksasi
406,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Hiking
222,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,100000,4.6,Seni
829,Kampoeng Djadhoel Semarang,Budaya,Semarang,5000,4.7,Relaksasi
526,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,50000,4.3,Kuliner
908,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,Edukasi
472,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,50000,4.4,Relaksasi
884,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,Relaksasi
669,Caringin Tilu,Cagar Alam,Bandung,0,4.4,Relaksasi
796,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4,Relaksasi
684,Curug Bugbrug,Cagar Alam,Bandung,5000,4.3,Fotografi
9,Dunia Fantasi,Taman Hiburan,Jakarta,500000,4.6,Belanja
310,Pantai Goa Cemara,Bahari,Yogyakarta,50000,4.3,Kuliner
484,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Camping
195,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4,Relaksasi
290,Lava Bantal,Budaya,Yogyakarta,20000,4.4,Edukasi
21,Kebun Binatang Ragunan,Cagar Alam,Jakarta,100000,4.5,Belanja
761,The Lodge Maribaya,Cagar Alam,Bandung,10000,4.3,Fotografi
661,Wot Batu,Cagar Alam,Bandung,50000,4.7,Relaksasi
139,Rumah Sipitung,Budaya,Jakarta,5000,4.5,Edukasi
602,Gunung Papandayan,Cagar Alam,Bandung,100000,4.6,Camping
26,Pelabuhan Marina,Bahari,Jakarta,20000,4.4,Relaksasi
615,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4,Adrenalin
985,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,5000,4.4,Fotografi
525,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3,Adrenalin
496,Pantai Drini,Bahari,Yogyakarta,50000,4.5,Kuliner
460,Candi Ratu Boko,Budaya,Yogyakarta,40000,4.6,Relaksasi
622,Kampung Korea Bandung,Budaya,Bandung,5000,4.1,Relaksasi
518,Pantai Watu Kodok,Bahari,Yogyakarta,15000,4.6,Camping
183,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,40000,4.5,Adrenalin
342,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,15000,4.4,Hiking
528,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,105000,4.4,Adrenalin
168,Museum Basoeki Abdullah,Budaya,Jakarta,10000,4.5,Relaksasi
62,Masjid Istiqlal,Tempat Ibadah,Jakarta,200000,4.7,Belanja
246,Taman Budaya Yogyakarta,Budaya,Yogyakarta,25000,4.5,Seni
324,Watu Lumbung,Cagar Alam,Yogyakarta,10000,4.3,Fotografi
148,Pantai Ancol,Bahari,Jakarta,200000,4.4,Seni
343,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4,Edukasi
629,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,Fotografi
105,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,150000,4.5,Edukasi
764,Taman Begonia,Cagar Alam,Bandung,10000,4.4,Relaksasi
865,Danau Rawa Pening,Cagar Alam,Semarang,20000,4.4,Fotografi
623,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,Adrenalin
167,Museum Basoeki Abdullah,Budaya,Jakarta,20000,4.6,Edukasi
947,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,60000,4.5,Kuliner
693,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,Spiritualitas
890,Kota Lama Semarang,Budaya,Semarang,0,4.7,Edukasi
791,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0,Fotografi
869,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,60000,4.2,Aktivitas Air
194,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4,Olahraga
300,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,20000,4.3,Relaksasi
89,Setu Babakan,Budaya,Jakarta,50000,4.4,Aktivitas Air
497,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,20000,4.4,Hiking
437,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Relaksasi
149,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7,Olahraga
892,Semarang Chinatown,Budaya,Semarang,30000,4.5,Edukasi
3,Monumen Nasional,Budaya,Jakarta,0,4.6,Relaksasi
379,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,10000,4.4,Relaksasi
947,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,60000,4.5,Kuliner
332,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,100000,4.4,Edukasi
82,Taman Menteng,Taman Hiburan,Jakarta,0,4.5,Relaksasi
531,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,35000,4.5,Bertani
272,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,0,4.5,Adrenalin
806,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,Adrenalin
401,Pantai Baron,Bahari,Yogyakarta,50000,4.4,Kuliner
716,Curug Aseupan,Cagar Alam,Bandung,15000,4.7,Fotografi
345,Jogja Exotarium,Taman Hiburan,Yogyakarta,30000,4.4,Relaksasi
643,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6,Adrenalin
147,Pantai Ancol,Bahari,Jakarta,50000,4.4,Relaksasi
620,Curug Dago,Cagar Alam,Bandung,0,4.0,Fotografi
709,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,Edukasi
485,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Aktivitas Air
907,Taman Tabanas,Taman Hiburan,Semarang,10000,4.4,Relaksasi
513,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Camping
421,Green Village Gedangsari,Taman Hiburan,Yogyakarta,15000,4.2,Hiking
976,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5,Edukasi
521,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6,Relaksasi
473,Pantai Sepanjang,Bahari,Yogyakarta,15000,4.4,Relaksasi
597,The Great Asia Africa,Taman Hiburan,Bandung,60000,4.4,Edukasi
503,Pantai Wediombo,Bahari,Yogyakarta,15000,4.5,Relaksasi
240,Monumen Yogya Kembali,Budaya,Yogyakarta,10000,4.5,Relaksasi
973,Museum De Javasche Bank,Budaya,Surabaya,0,4.6,Relaksasi
56,Museum Taman Prasasti,Budaya,Jakarta,20000,4.5,Fotografi
861,Air Terjun Kali Pancur,Cagar Alam,Semarang,20000,4.1,Fotografi
474,Pantai Sepanjang,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
730,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4,Adrenalin
575,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Fotografi
654,Museum Gedung Sate,Budaya,Bandung,5000,4.6,Fotografi
328,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,50000,4.5,Kuliner
704,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,Fotografi
714,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8,Edukasi
234,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,50000,5.0,Kuliner
801,Kyotoku Floating Market,Budaya,Bandung,200000,4.5,Belanja
659,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3,Relaksasi
776,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,Relaksasi
611,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5,Relaksasi
252,Monumen Batik Yogyakarta,Budaya,Yogyakarta,200000,4.5,Seni
440,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Relaksasi
98,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,150000,4.5,Adrenalin
124,Taman Ismail Marzuki,Budaya,Jakarta,150000,4.6,Seni
307,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,50000,4.6,Kuliner
162,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,50000,4.5,Relaksasi
617,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,Adrenalin
972,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6,Edukasi
393,Pantai Ngobaran,Bahari,Yogyakarta,10000,4.6,Relaksasi
270,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,0,4.6,Fotografi
307,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,50000,4.6,Kuliner
201,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,500000,4.7,Kuliner
376,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Relaksasi
367,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,25000,4.5,Seni
941,Taman Pelangi,Taman Hiburan,Surabaya,15000,4.5,Relaksasi
324,Watu Lumbung,Cagar Alam,Yogyakarta,10000,4.3,Fotografi
836,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3,Relaksasi
372,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Adrenalin
820,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3,Relaksasi
848,Semarang Contemporary Art Gallery,Budaya,Semarang,5000,4.6,Relaksasi
463,Pantai Depok Jogja,Bahari,Yogyakarta,100000,4.3,Kuliner
205,Museum Satria Mandala,Budaya,Jakarta,10000,4.5,Edukasi
390,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Relaksasi
594,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4,Adrenalin
932,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6,Adrenalin
260,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8,Relaksasi
458,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Aktivitas Air
395,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5,Aktivitas Air
418,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,15000,4.5,Relaksasi
841,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4,Edukasi
380,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Kuliner
868,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,80000,4.2,Adrenalin
664,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1,Fotografi
384,Pantai Patihan,Bahari,Yogyakarta,60000,4.1,Kuliner
749,Sunrise Point Cukul,Cagar Alam,Bandung,5000,4.6,Fotografi
950,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2,Adrenalin
662,Wot Batu,Cagar Alam,Bandung,20000,4.7,Fotografi
527,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,150000,4.3,Belanja
1008,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,Edukasi
258,Candi Donotirto,Budaya,Yogyakarta,0,4.4,Edukasi
448,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,50000,4.5,Kuliner
830,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,Adrenalin
757,Observatorium Bosscha,Cagar Alam,Bandung,40000,4.5,Edukasi
325,Watu Lumbung,Cagar Alam,Yogyakarta,100000,4.3,Camping
1003,Atlantis Land Surabaya,Taman Hiburan,Surabaya,55000,4.4,Relaksasi
912,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4,Relaksasi
359,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,30000,4.6,Fotografi
984,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,Edukasi
331,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,0,4.4,Relaksasi
968,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5,Edukasi
857,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3,Relaksasi
942,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3,Relaksasi
345,Jogja Exotarium,Taman Hiburan,Yogyakarta,30000,4.4,Relaksasi
834,Pura Giri Natha,Budaya,Semarang,20000,4.7,Edukasi
887,Museum Kereta Ambarawa,Budaya,Semarang,5000,4.5,Fotografi
847,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6,Edukasi
70,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,50000,4.0,Kuliner
547,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5,Relaksasi
905,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,50000,4.3,Relaksasi
153,Taman Ayodya,Taman Hiburan,Jakarta,100000,4.4,Seni
113,The Escape Hunt,Taman Hiburan,Jakarta,250000,4.4,Adrenalin
625,Kampung Batu Malakasari,Taman Hiburan,Bandung,50000,4.1,Aktivitas Air
195,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4,Relaksasi
946,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5,Belanja
810,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4,Adrenalin
411,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,800000,4.7,Adrenalin
588,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,50000,4.6,Kuliner
729,Museum Nike Ardilla,Budaya,Bandung,20000,4.6,Fotografi
217,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,10000,4.6,Edukasi
302,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,50000,5.0,Edukasi
83,Taman Menteng,Taman Hiburan,Jakarta,50000,4.5,Olahraga
543,Pantai Sanglen,Bahari,Yogyakarta,75000,4.5,Camping
574,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Edukasi
951,Kenjeran Park,Taman Hiburan,Surabaya,15000,4.2,Relaksasi
328,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,50000,4.5,Kuliner
622,Kampung Korea Bandung,Budaya,Bandung,5000,4.1,Relaksasi
581,Orchid Forest Cikole,Taman Hiburan,Bandung,25000,4.6,Fotografi
1012,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4,Adrenalin
474,Pantai Sepanjang,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
959,Kebun Binatang Surabaya,Cagar Alam,Surabaya,30000,4.3,Edukasi
146,Pantai Ancol,Bahari,Jakarta,600000,4.4,Aktivitas Air
711,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4,Adrenalin
467,Pantai Sundak,Bahari,Yogyakarta,100000,4.5,Kuliner
36,Pulau Pari,Bahari,Jakarta,150000,4.0,Kuliner
154,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4,Olahraga
121,Pulau Semak Daun,Bahari,Jakarta,100000,4.0,Kuliner
684,Curug Bugbrug,Cagar Alam,Bandung,5000,4.3,Fotografi
690,Taman Jomblo,Taman Hiburan,Bandung,5000,4.1,Relaksasi
528,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,105000,4.4,Adrenalin
72,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,500000,4.3,Belanja
682,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,Relaksasi
427,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
365,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
331,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,0,4.4,Relaksasi
302,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,50000,5.0,Edukasi
129,Museum Joang 45,Budaya,Jakarta,5000,4.0,Edukasi
780,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,Adrenalin
498,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,100000,4.4,Aktivitas Air
907,Taman Tabanas,Taman Hiburan,Semarang,10000,4.4,Relaksasi
638,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Adrenalin
618,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,Relaksasi
862,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1,Adrenalin
570,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,Adrenalin
911,Kampung Batik Gedong Semarang,Budaya,Semarang,10000,4.4,Fotografi
86,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,100000,4.3,Aktivitas Air
561,Kebun Binatang Bandung,Cagar Alam,Bandung,40000,4.0,Relaksasi
322,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,100000,4.4,Fotografi
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
947,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,60000,4.5,Kuliner
956,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,Adrenalin
524,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,Relaksasi
908,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,Edukasi
178,Freedom Library,Budaya,Jakarta,0,5.0,Fotografi
363,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Fotografi
457,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Adrenalin
258,Candi Donotirto,Budaya,Yogyakarta,0,4.4,Edukasi
295,Candi Prambanan,Budaya,Yogyakarta,100000,4.7,Fotografi
998,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Edukasi
296,Watu Goyang,Budaya,Yogyakarta,20000,4.4,Relaksasi
576,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,Spiritualitas
670,Caringin Tilu,Cagar Alam,Bandung,0,4.4,Fotografi
708,Taman Sejarah Bandung,Budaya,Bandung,0,4.6,Fotografi
902,Tugu Muda Semarang,Budaya,Semarang,0,4.7,Edukasi
935,Monumen Kapal Selam,Budaya,Surabaya,5000,4.4,Fotografi
813,Kampung Pelangi,Taman Hiburan,Semarang,10000,4.3,Relaksasi
628,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,Relaksasi
204,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,150000,4.4,Kuliner
520,Pantai Kesirat,Bahari,Yogyakarta,10000,4.6,Camping
2,Monumen Nasional,Budaya,Jakarta,35000,4.6,Adrenalin
245,Kampung Wisata Kadipaten,Budaya,Yogyakarta,50000,4.4,Kuliner
774,Situ Patenggang,Cagar Alam,Bandung,20000,4.5,Relaksasi
695,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8,Spiritualitas
354,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,100000,4.5,Hiking
191,SnowBay Waterpark,Taman Hiburan,Jakarta,150000,4.3,Adrenalin
150,Taman Lapangan Banteng,Taman Hiburan,Jakarta,50000,4.7,Piknik
1003,Atlantis Land Surabaya,Taman Hiburan,Surabaya,55000,4.4,Relaksasi
352,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
375,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Piknik
971,Jembatan Merah,Budaya,Surabaya,0,4.5,Fotografi
49,Museum Fatahillah,Budaya,Jakarta,150000,4.4,Belanja
217,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,10000,4.6,Edukasi
212,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5,Edukasi
783,Bukit Jamur,Cagar Alam,Bandung,10000,4.2,Fotografi
41,Pulau Pelangi,Bahari,Jakarta,50000,4.8,Relaksasi
651,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Edukasi
555,Trans Studio Bandung,Taman Hiburan,Bandung,1000000,4.5,Belanja
870,Waduk Jatibarang,Cagar Alam,Semarang,2500,4.3,Relaksasi
135,Jakarta Planetarium,Taman Hiburan,Jakarta,0,4.1,Edukasi
84,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,0,4.3,Relaksasi
522,Pantai Ngandong,Bahari,Yogyakarta,50000,4.5,Aktivitas Air
711,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4,Adrenalin
113,The Escape Hunt,Taman Hiburan,Jakarta,250000,4.4,Adrenalin
723,Curug Anom,Cagar Alam,Bandung,0,4.6,Fotografi
702,Curug Cilengkrang,Cagar Alam,Bandung,5000,4.0,Fotografi
637,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,100000,4.1,Aktivitas Air
769,Curug Luhur Waterfall,Cagar Alam,Bandung,0,4.2,Fotografi
640,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8,Adrenalin
682,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,Relaksasi
797,Bukit Gantole Cililin,Cagar Alam,Bandung,10000,4.4,Fotografi
116,Monumen Selamat Datang,Budaya,Jakarta,0,4.7,Fotografi
196,Hutan Kota Srengseng,Taman Hiburan,Jakarta,0,4.3,Olahraga
351,Bendung Lepen,Taman Hiburan,Yogyakarta,20000,4.6,Memancing
780,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,Adrenalin
633,NuArt Sculpture Park,Taman Hiburan,Bandung,35000,4.7,Seni
154,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4,Olahraga
630,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4,Adrenalin
791,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0,Fotografi
568,Tebing Karaton,Cagar Alam,Bandung,50000,4.5,Camping
905,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,50000,4.3,Relaksasi
251,Monumen Batik Yogyakarta,Budaya,Yogyakarta,20000,4.5,Edukasi
64,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8,Edukasi
145,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,20000,4.5,Edukasi
684,Curug Bugbrug,Cagar Alam,Bandung,5000,4.3,Fotografi
361,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,Adrenalin
122,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5,Relaksasi
400,Pantai Baron,Bahari,Yogyakarta,10000,4.4,Adrenalin
227,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,50000,4.7,Kuliner
1010,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,Adrenalin
405,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
886,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5,Edukasi
631,Kiara Artha Park,Taman Hiburan,Bandung,50000,4.4,Edukasi
363,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Fotografi
850,Umbul Sidomukti,Cagar Alam,Semarang,20000,4.6,Fotografi
77,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,50000,4.5,Adrenalin
108,Galeri Nasional Indonesia,Budaya,Jakarta,250000,4.6,Seni
311,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,50000,4.3,Aktivitas Air
844,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,Edukasi
533,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,20000,4.5,Kuliner
459,Goa Pindul,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
95,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,300000,4.7,Belanja
462,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,Relaksasi
958,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3,Relaksasi
209,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,150000,4.6,Kuliner
810,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4,Adrenalin
675,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5,Relaksasi
441,Pantai Indrayanti,Bahari,Yogyakarta,20000,4.5,Aktivitas Air
616,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,50000,4.4,Edukasi
801,Kyotoku Floating Market,Budaya,Bandung,200000,4.5,Belanja
50,Museum Bank Indonesia,Budaya,Jakarta,10000,4.7,Edukasi
665,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,Spiritualitas
655,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Edukasi
866,Pantai Maron,Bahari,Semarang,5000,3.4,Aktivitas Air
835,Pura Giri Natha,Budaya,Semarang,10000,4.7,Fotografi
942,Hutan Bambu Keputih,Cagar Alam,Surabaya,0,4.3,Relaksasi
433,Puncak Segoro,Cagar Alam,Yogyakarta,10000,4.2,Relaksasi
206,Museum Satria Mandala,Budaya,Jakarta,5000,4.5,Fotografi
228,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,20000,4.7,Belanja
13,Atlantis Water Adventure,Taman Hiburan,Jakarta,220000,4.5,Adrenalin
735,Gunung Lalakon,Cagar Alam,Bandung,50000,4.8,Camping
183,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,40000,4.5,Adrenalin
641,Kampoeng Tulip,Taman Hiburan,Bandung,10000,3.8,Fotografi
856,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1,Edukasi
661,Wot Batu,Cagar Alam,Bandung,50000,4.7,Relaksasi
903,Tugu Muda Semarang,Budaya,Semarang,5000,4.7,Relaksasi
524,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,Relaksasi
56,Museum Taman Prasasti,Budaya,Jakarta,20000,4.5,Fotografi
422,Green Village Gedangsari,Taman Hiburan,Yogyakarta,20000,4.2,Bertani
228,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,20000,4.7,Belanja
340,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,25000,4.4,Relaksasi
928,Taman Harmoni Keputih,Cagar Alam,Surabaya,15000,4.4,Fotografi
122,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5,Relaksasi
823,Taman Kasmaran,Taman Hiburan,Semarang,15000,4.5,Relaksasi
866,Pantai Maron,Bahari,Semarang,5000,3.4,Aktivitas Air
438,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Edukasi
506,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Relaksasi
27,Pelabuhan Marina,Bahari,Jakarta,150000,4.4,Kuliner
575,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Fotografi
204,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,150000,4.4,Kuliner
642,Kampoeng Tulip,Taman Hiburan,Bandung,5000,3.8,Relaksasi
271,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,20000,4.5,Relaksasi
600,Bukit Moko,Cagar Alam,Bandung,50000,4.5,Camping
85,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,30000,4.3,Edukasi
379,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,10000,4.4,Relaksasi
121,Pulau Semak Daun,Bahari,Jakarta,100000,4.0,Kuliner
358,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,20000,4.6,Hiking
